1,"(0,2)",-65,-77,-77,-71,-70,-70,-77,-53,-74,-77,-78,-76,-78,-85,-73
0,"(0,2)",-65,-77,-77,-71,-70,-70,-77,-54,-74,-78,-79,-75,-78,-86,-72
1,"(0,2)",-65,-77,-77,-71,-70,-70,-77,-53,-74,-77,-78,-76,-78,-85,-73
2,"(0,2)",-65,-77,-77,-71,-70,-70,-77,-52,-73,-77,-78,-75,-78,-85,-72
3,"(0,2)",-65,-77,-77,-71,-70,-70,-77,-52,-73,-77,-78,-76,-78,-83,-71
4,"(0,2)",-65,-77,-77,-71,-70,-70,-77,-52,-74,-79,-77,-77,-78,-82,-71
5,"(0,2)",-65,-77,-77,-71,-70,-70,-77,-52,-74,-79,-77,-77,-78,-82,-71
6,"(0,2)",-65,-77,-77,-71,-70,-70,-77,-52,-74,-78,-77,-77,-78,-81,-71
7,"(0,2)",-65,-77,-77,-71,-71,-70,-77,-52,-75,-77,-77,-76,-78,-81,-71
8,"(0,2)",-65,-77,-77,-71,-71,-70,-77,-52,-74,-77,-77,-76,-78,-81,-71
9,"(0,2)",-65,-77,-77,-71,-71,-70,-77,-52,-73,-77,-77,-75,-78,-81,-71
10,"(0,2)",-65,-77,-77,-70,-74,-70,-77,-52,-73,-78,-77,-75,-78,-81,-71
11,"(0,2)",-65,-77,-77,-70,-73,-70,-77,-52,-73,-78,-77,-76,-78,-81,-71
12,"(0,2)",-65,-77,-77,-70,-73,-70,-77,-52,-73,-78,-77,-76,-78,-81,-70
13,"(0,2)",-65,-78,-77,-70,-72,-70,-77,-52,-73,-76,-77,-77,-78,-81,-70
14,"(0,2)",-65,-78,-77,-71,-72,-70,-77,-52,-73,-77,-77,-77,-78,-81,-70
15,"(0,2)",-65,-78,-77,-71,-72,-70,-77,-52,-74,-77,-77,-77,-78,-81,-70
16,"(0,2)",-65,-78,-77,-71,-72,-70,-77,-52,-75,-77,-77,-77,-78,-84,-70
17,"(0,2)",-65,-78,-77,-71,-72,-70,-77,-52,-74,-78,-77,-77,-78,-83,-70
18,"(0,2)",-65,-78,-77,-71,-72,-70,-77,-52,-75,-78,-76,-77,-78,-83,-70
19,"(0,2)",-65,-78,-77,-70,-72,-70,-77,-52,-75,-78,-77,-77,-78,-82,-70
20,"(0,2)",-65,-78,-77,-70,-72,-70,-77,-52,-74,-78,-75,-77,-78,-82,-70
21,"(0,2)",-65,-78,-77,-72,-72,-70,-77,-52,-74,-78,-76,-77,-78,-81,-70
22,"(0,2)",-65,-78,-77,-72,-72,-70,-77,-52,-73,-77,-77,-77,-78,-81,-70
23,"(0,2)",-65,-78,-77,-72,-72,-70,-77,-52,-74,-77,-77,-77,-78,-81,-70
24,"(0,2)",-65,-78,-77,-72,-72,-70,-77,-55,-74,-76,-77,-76,-78,-81,-70
25,"(0,2)",-65,-78,-77,-72,-71,-70,-77,-59,-73,-77,-77,-75,-78,-81,-70
26,"(0,2)",-65,-78,-77,-72,-71,-70,-77,-55,-73,-78,-77,-79,-78,-81,-70
27,"(0,2)",-65,-78,-78,-72,-71,-70,-77,-53,-74,-78,-77,-79,-78,-81,-70
28,"(0,2)",-65,-78,-78,-72,-72,-70,-77,-53,-73,-78,-77,-78,-78,-81,-70
29,"(0,2)",-65,-78,-78,-72,-71,-70,-77,-52,-73,-78,-77,-76,-78,-81,-70
30,"(0,2)",-65,-78,-78,-72,-71,-70,-77,-52,-74,-78,-76,-76,-78,-81,-70
31,"(0,2)",-65,-78,-78,-72,-71,-70,-77,-52,-74,-78,-77,-76,-78,-81,-70
32,"(0,2)",-65,-78,-78,-72,-71,-70,-77,-52,-74,-78,-76,-76,-78,-81,-70
33,"(0,2)",-65,-78,-78,-71,-71,-70,-77,-52,-74,-78,-76,-77,-78,-81,-70
34,"(0,2)",-65,-78,-78,-71,-71,-70,-77,-52,-74,-77,-76,-77,-78,-80,-70
35,"(0,2)",-65,-78,-78,-71,-71,-70,-75,-52,-74,-77,-76,-77,-78,-80,-70
36,"(0,2)",-65,-78,-78,-71,-71,-70,-76,-52,-74,-76,-75,-76,-78,-80,-70
37,"(0,2)",-65,-78,-78,-71,-71,-71,-76,-52,-74,-77,-76,-75,-78,-80,-70
38,"(0,2)",-65,-78,-78,-71,-71,-72,-76,-52,-74,-77,-77,-75,-78,-80,-70
39,"(0,2)",-65,-78,-78,-71,-71,-72,-76,-52,-73,-77,-77,-76,-78,-80,-70
40,"(0,2)",-65,-78,-78,-71,-71,-72,-76,-52,-73,-76,-76,-76,-78,-80,-70
41,"(0,2)",-65,-78,-78,-71,-71,-72,-76,-52,-73,-77,-76,-75,-78,-80,-70
42,"(0,2)",-65,-78,-78,-71,-70,-72,-76,-52,-73,-76,-76,-75,-78,-80,-70
43,"(0,2)",-65,-78,-78,-71,-70,-72,-76,-52,-76,-77,-76,-76,-78,-80,-70
44,"(0,2)",-65,-78,-78,-71,-70,-71,-76,-52,-74,-76,-76,-76,-78,-80,-70
45,"(0,2)",-65,-78,-78,-70,-70,-71,-76,-52,-75,-77,-76,-77,-78,-80,-70
46,"(0,2)",-65,-78,-78,-70,-70,-71,-77,-52,-75,-78,-77,-76,-78,-79,-70
47,"(0,2)",-65,-78,-78,-70,-70,-71,-77,-52,-74,-78,-76,-76,-78,-79,-70
48,"(0,2)",-65,-78,-78,-70,-71,-71,-77,-52,-74,-78,-76,-76,-78,-79,-70
49,"(0,2)",-65,-78,-78,-70,-71,-70,-77,-52,-74,-77,-76,-77,-78,-79,-70
50,"(0,2)",-65,-78,-78,-70,-70,-71,-77,-52,-74,-78,-76,-77,-78,-79,-70
51,"(0,2)",-65,-78,-78,-72,-70,-71,-77,-52,-73,-78,-76,-76,-78,-79,-70
52,"(0,2)",-65,-78,-78,-72,-72,-71,-77,-52,-73,-78,-77,-75,-78,-79,-70
53,"(0,2)",-65,-78,-78,-71,-72,-71,-77,-52,-73,-78,-77,-75,-78,-79,-70
54,"(0,2)",-65,-78,-78,-71,-72,-71,-77,-52,-73,-78,-77,-74,-78,-79,-70
55,"(0,2)",-65,-78,-78,-71,-72,-71,-77,-52,-74,-78,-77,-76,-78,-79,-70
56,"(0,2)",-65,-78,-78,-70,-72,-71,-77,-52,-73,-78,-77,-79,-78,-79,-70
57,"(0,2)",-65,-78,-78,-70,-72,-71,-77,-52,-73,-78,-76,-78,-78,-79,-70
58,"(0,2)",-65,-78,-78,-70,-72,-71,-77,-52,-75,-78,-76,-78,-78,-79,-70
59,"(0,2)",-65,-78,-78,-70,-70,-71,-77,-52,-75,-78,-77,-78,-78,-79,-70
60,"(0,2)",-65,-78,-78,-70,-70,-71,-77,-52,-74,-78,-77,-78,-78,-79,-70
61,"(0,2)",-65,-78,-78,-70,-70,-71,-77,-52,-74,-78,-77,-77,-78,-79,-71
62,"(0,2)",-65,-78,-78,-70,-71,-70,-77,-52,-73,-78,-76,-77,-78,-79,-71
63,"(0,2)",-65,-78,-78,-70,-71,-70,-77,-52,-73,-77,-76,-77,-78,-79,-71
64,"(0,2)",-65,-78,-78,-70,-71,-70,-77,-52,-73,-80,-76,-77,-78,-79,-71
65,"(0,2)",-65,-78,-78,-70,-71,-70,-77,-52,-74,-78,-77,-76,-78,-79,-71
66,"(0,2)",-65,-78,-78,-70,-70,-70,-77,-52,-74,-78,-77,-76,-78,-79,-71
67,"(0,2)",-65,-78,-78,-70,-70,-70,-77,-56,-74,-78,-77,-76,-78,-79,-71
68,"(0,2)",-65,-78,-78,-70,-70,-70,-77,-54,-74,-77,-76,-75,-78,-79,-71
69,"(0,2)",-65,-78,-78,-70,-70,-70,-77,-53,-73,-77,-77,-76,-81,-79,-71
70,"(0,2)",-65,-78,-78,-70,-70,-70,-77,-53,-73,-77,-77,-76,-80,-79,-71
71,"(0,2)",-65,-78,-78,-71,-70,-70,-77,-52,-75,-77,-77,-77,-80,-79,-71
72,"(0,2)",-65,-78,-78,-71,-70,-70,-75,-52,-74,-77,-77,-77,-79,-79,-71
73,"(0,2)",-65,-78,-78,-71,-71,-70,-75,-52,-75,-78,-77,-77,-79,-79,-71
74,"(0,2)",-65,-78,-78,-71,-71,-70,-76,-52,-75,-78,-77,-76,-79,-79,-71
75,"(0,2)",-65,-78,-78,-71,-71,-70,-76,-52,-75,-78,-76,-75,-79,-79,-71
76,"(0,2)",-65,-78,-78,-71,-70,-70,-76,-52,-75,-77,-76,-76,-79,-79,-71
77,"(0,2)",-65,-78,-78,-71,-70,-71,-76,-61,-74,-77,-76,-76,-79,-79,-71
78,"(0,2)",-65,-78,-78,-71,-70,-71,-76,-62,-75,-78,-76,-76,-79,-79,-70
79,"(0,2)",-65,-78,-78,-70,-70,-71,-76,-57,-75,-78,-76,-76,-79,-79,-70
80,"(0,2)",-65,-78,-78,-70,-70,-71,-76,-55,-74,-77,-77,-77,-79,-79,-70
81,"(0,2)",-65,-78,-78,-70,-70,-71,-76,-54,-74,-78,-77,-77,-79,-79,-70
82,"(0,2)",-65,-78,-78,-70,-70,-71,-76,-53,-74,-78,-77,-76,-79,-79,-70
83,"(0,2)",-65,-78,-78,-70,-70,-70,-76,-52,-74,-78,-76,-77,-79,-79,-70
84,"(0,2)",-65,-78,-78,-70,-70,-70,-76,-52,-74,-78,-77,-77,-79,-79,-70
85,"(0,2)",-65,-78,-78,-70,-70,-70,-76,-52,-74,-78,-77,-77,-79,-79,-70
86,"(0,2)",-65,-78,-78,-70,-70,-70,-77,-52,-74,-79,-77,-77,-79,-79,-70
87,"(0,2)",-65,-78,-78,-70,-70,-70,-76,-52,-74,-79,-77,-77,-79,-79,-70
88,"(0,2)",-65,-78,-78,-70,-70,-70,-75,-52,-74,-79,-76,-77,-79,-81,-70
89,"(0,2)",-65,-78,-78,-70,-70,-70,-76,-52,-74,-78,-77,-77,-79,-81,-70
90,"(0,2)",-65,-78,-78,-70,-70,-70,-76,-52,-74,-78,-77,-77,-79,-81,-70
91,"(0,2)",-65,-78,-78,-70,-71,-70,-77,-52,-74,-78,-77,-77,-79,-81,-70
92,"(0,2)",-65,-78,-78,-70,-71,-70,-77,-52,-75,-78,-77,-77,-79,-81,-70
