1,"(2,1)",-67,-61,-61,-59,-65,-65,-85,-57,-51,-67,-63,-63,-55,-79,-71,-77,-59,-59,-79,-63,-77,-85,-81,-61
0,"(2,1)",-67,-61,-61,-59,-65,-69,-83,-69,-51,-69,-59,-63,-85,-77,-71,-77,-59,-59,-79,-63,-77,-85,-81,-61
1,"(2,1)",-67,-61,-61,-59,-65,-65,-85,-57,-51,-67,-63,-63,-55,-79,-71,-77,-59,-59,-79,-63,-77,-85,-81,-61
2,"(2,1)",-69,-61,-61,-55,-67,-65,-83,-69,-39,-67,-61,-63,-53,-77,-69,-77,-59,-59,-79,-61,-79,-85,-83,-63
3,"(2,1)",-69,-61,-61,-59,-65,-65,-81,-69,-39,-67,-61,-63,-49,-79,-69,-77,-59,-59,-79,-61,-75,-85,-81,-59
4,"(2,1)",-69,-61,-61,-59,-65,-65,-83,-69,-49,-67,-61,-63,-49,-79,-61,-75,-59,-59,-79,-61,-75,-85,-83,-63
5,"(2,1)",-69,-61,-61,-59,-65,-65,-83,-67,-39,-69,-61,-63,-49,-77,-67,-77,-59,-59,-79,-83,-75,-85,-83,-63
6,"(2,1)",-69,-63,-63,-57,-65,-65,-83,-69,-39,-69,-61,-65,-55,-77,-67,-77,-59,-59,-79,-83,-79,-87,-81,-63
7,"(2,1)",-69,-61,-61,-59,-65,-65,-83,-67,-39,-69,-61,-65,-49,-75,-67,-73,-59,-59,-77,-61,-75,-85,-85,-63
8,"(2,1)",-69,-61,-61,-59,-65,-67,-81,-69,-51,-67,-61,-63,-51,-79,-57,-77,-59,-59,-77,-63,-75,-85,-81,-63
9,"(2,1)",-67,-61,-61,-59,-65,-65,-83,-65,-37,-69,-61,-63,-49,-79,-57,-77,-59,-59,-77,-63,-75,-85,-81,-63
10,"(2,1)",-67,-61,-55,-57,-65,-59,-75,-69,-49,-67,-61,-59,-51,-79,-61,-77,-59,-59,-77,-63,-79,-85,-81,-65
11,"(2,1)",-67,-61,-63,-57,-65,-63,-83,-67,-39,-67,-61,-59,-53,-79,-71,-77,-59,-59,-79,-63,-79,-85,-81,-65
12,"(2,1)",-67,-63,-61,-59,-63,-65,-83,-69,-49,-67,-61,-63,-53,-79,-71,-77,-59,-59,-79,-63,-79,-85,-83,-63
13,"(2,1)",-69,-85,-61,-57,-63,-67,-83,-69,-51,-67,-61,-63,-51,-77,-71,-77,-59,-59,-79,-61,-75,-85,-83,-63
14,"(2,1)",-69,-61,-61,-59,-65,-67,-81,-69,-37,-69,-61,-83,-55,-79,-69,-77,-83,-59,-79,-61,-75,-87,-79,-63
15,"(2,1)",-69,-61,-61,-57,-65,-65,-83,-69,-39,-65,-61,-61,-51,-79,-69,-75,-59,-59,-79,-61,-81,-87,-79,-61
16,"(2,1)",-69,-61,-61,-59,-63,-65,-81,-69,-39,-69,-61,-63,-53,-79,-71,-75,-59,-59,-79,-63,-81,-87,-83,-61
17,"(2,1)",-69,-61,-61,-59,-65,-65,-81,-67,-49,-65,-61,-59,-51,-79,-71,-73,-59,-59,-77,-63,-81,-87,-83,-61
18,"(2,1)",-69,-61,-61,-59,-65,-65,-83,-67,-37,-69,-61,-63,-51,-77,-59,-79,-59,-59,-79,-63,-81,-85,-79,-63
19,"(2,1)",-69,-87,-63,-57,-65,-65,-83,-69,-37,-71,-61,-63,-51,-75,-59,-77,-59,-59,-79,-61,-79,-87,-83,-63
20,"(2,1)",-67,-61,-61,-55,-65,-65,-79,-67,-49,-69,-61,-63,-53,-71,-61,-77,-89,-59,-79,-61,-79,-87,-85,-63
21,"(2,1)",-69,-63,-61,-59,-63,-65,-83,-69,-49,-69,-61,-63,-51,-71,-61,-77,-59,-59,-79,-61,-79,-75,-85,-59
22,"(2,1)",-65,-61,-61,-59,-63,-63,-83,-69,-49,-69,-61,-63,-49,-79,-57,-79,-59,-59,-79,-61,-79,-75,-79,-63
23,"(2,1)",-65,-61,-47,-61,-65,-67,-83,-67,-49,-67,-63,-63,-55,-79,-61,-77,-59,-59,-79,-63,-79,-85,-83,-63
24,"(2,1)",-67,-61,-61,-61,-65,-65,-83,-69,-49,-69,-61,-59,-49,-79,-61,-77,-59,-59,-79,-61,-79,-85,-83,-63
